common_neighbors,resource_allocation_index,jaccard_coefficient,adamic_adar_index,preferential_attachment,label
2,0.7545731653937193,0.5294117647058824,10.847680126922151,4176,1
1,0.6001789424152612,0.4827586206896552,14.61838484031019,11250,1
1,0.5296148617696426,0.31297709923664124,9.352491912114427,6240,1
0,0.005988023952095809,0.04,0.19538905998164785,133,1
0,0.8278104946157616,0.5325443786982249,18.978729908744505,16308,1
1,0.050873337347888674,0.075,0.6843019068815229,352,1
1,0.7994269721477203,0.44761904761904764,11.371107152958245,5376,1
1,0.9205889597421513,0.47794117647058826,15.167729076992332,9680,1
2,0.6755046909911945,0.37777777777777777,17.36440310018279,22261,1
0,0.05387210700711999,0.09836065573770492,1.234143640711842,742,1
2,0.7609126416623729,0.4027777777777778,7.8088099473560595,2368,1
0,0.6504778658669498,0.5568181818181818,11.25423896251217,4602,1
1,0.5454069083520479,0.5833333333333334,2.641804620187273,90,1
0,1.1400726143785715,0.06275033377837116,12.482939938392047,35203,1
2,0.4717385615241202,0.19879518072289157,7.634047965220127,6360,1
0,0.523678596609389,0.2768595041322314,13.681574442785676,17864,1
0,0.01516277423920736,0.02531645569620253,0.38384911759773954,710,1
0,0.3253939739986191,0.19745222929936307,6.639982411093506,7155,1
0,0.029222766217870254,0.047619047619047616,0.4461216426796175,363,1
0,0.32036775516638777,0.19069767441860466,8.371245846865278,10908,1
6,0.7730992821757152,1.0,3.075633458553147,49,1
1,1.1191350124350792,0.5621621621621622,22.66138323324467,20230,1
1,0.8802660352170433,0.6908212560386473,27.989353651890205,30141,1
0,0.04396549897217454,0.05172413793103448,0.6707326637947072,918,1
0,0.473962404285733,0.37037037037037035,13.814342511195365,15364,1
0,0.27511037718948467,0.2564102564102564,2.725152827581583,558,1
0,0.32440746228966044,0.21212121212121213,4.973034546678002,3584,1
1,0.63018331400765,0.5954198473282443,16.109143883163064,10920,1
0,0.6176234448186728,0.43037974683544306,14.329091517768099,12733,1
2,0.9397444941586653,0.478125,29.94582848465856,53482,1
0,0.17768884292945122,0.16666666666666666,2.006939662322333,759,1
0,0.2679497593307662,0.14285714285714285,5.521415748103257,8215,1
2,0.6435015269275073,0.6166666666666667,21.502267698371472,20898,1
1,0.6887288699170254,0.5579710144927537,16.070623299814933,11544,1
0,0.7829524602276489,0.48255813953488375,17.599678770691693,14534,1
3,1.0235433534351788,0.7058823529411765,12.379996294695268,3348,1
0,0.49297560614470765,0.27692307692307694,8.297249657179366,6693,1
2,0.42341079733443965,0.34,10.514172368331977,9680,1
0,0.8650600291431438,0.33707865168539325,8.317052876735115,3468,1
0,0.049529699303806844,0.0410958904109589,0.6869797359679316,915,1
0,0.10010341680177032,0.06896551724137931,1.7749710330952402,3588,1
1,0.8068425758743143,0.6551724137931034,25.958447364414898,28160,1
0,0.3558305029778125,0.3157894736842105,4.484443584351463,1404,1
0,0.29937798489616985,0.17142857142857143,6.361889515330435,10416,1
0,0.3990276060497171,0.2916666666666667,3.818384407690888,960,1
1,0.3508148857906965,0.3076923076923077,5.613596330450369,2432,1
0,0.3547642557289552,0.3076923076923077,4.103835035738567,1152,1
7,0.6552801775031034,0.5,11.451915002798934,5576,1
2,0.48876044779119276,0.3888888888888889,4.07910807791811,600,1
3,0.8748011059421996,0.5652173913043478,14.981219863484938,8036,1
5,1.037836082697251,0.6104651162790697,22.44055167900745,18630,1
0,0.6570904467633665,0.6052631578947368,22.224976519987855,23184,1
1,0.3207885811808037,0.16666666666666666,1.963783003795695,392,1
2,0.2424577664529596,0.35294117647058826,2.9770278244528923,504,1
4,0.7150976190150945,0.3320610687022901,17.92843158690159,24750,1
6,1.0115748208878927,0.7740384615384616,31.633022409907888,33734,1
0,0.6182810566661078,0.3357664233576642,10.601557695707141,7670,1
0,1.4614473401272017,0.5727554179566563,37.75398556046011,63492,1
0,1.2357387075446273,0.2554112554112554,14.916328925576945,14784,1
0,0.6552900670342781,0.37799043062200954,16.319638454468304,20511,1
0,0.6899057954809228,0.07507218479307026,16.31314286404622,81042,1
3,0.44347642939338344,0.3711340206185567,8.125870661397254,4380,1
1,0.7042386883076637,0.40993788819875776,14.352457724311797,11622,1
1,0.4916562968364893,0.5111111111111111,5.878491592410224,1147,1
0,0.8206032054487097,0.5495867768595041,26.025551504778598,35000,1
1,0.88829082181888,0.5789473684210527,22.61017911331188,22475,1
2,0.26105799819963815,0.3333333333333333,2.6900244921504033,396,1
1,0.6980062570407859,0.4017467248908297,18.69419998039443,24200,1
0,0.2636834139181016,0.28378378378378377,4.741312943159032,2124,1
1,0.30832998296005304,0.15584415584415584,5.348171938988489,4896,1
2,0.5257649677898057,0.5362318840579711,8.598175574392315,2800,1
0,0.5005646415518558,0.3621621621621622,13.560514209706449,15827,1
1,0.254886306718938,0.31724137931034485,8.823576991922591,8520,1
3,0.2552251475142437,0.3125,4.523814507403638,1664,1
0,0.5071356069832261,0.31390134529147984,14.09002705254163,19012,1
0,0.8453375432492986,0.6276595744680851,13.79395610237512,5822,1
0,0.43975152676307055,0.32075471698113206,4.532618635495914,1081,1
0,0.6375400550429106,0.3953488372093023,17.232446447508558,21056,1
2,0.7063908444146458,0.7222222222222222,4.381988326655416,240,1
4,0.7210672136744359,0.6373056994818653,23.866144404465448,24603,1
0,0.18083814378328333,0.06666666666666667,1.1920144184810342,799,1
0,0.2716789470000987,0.20833333333333334,7.1101736402445175,10030,1
4,0.8069866253882942,0.7046632124352331,26.45888055003898,27004,1
0,0.5971509765452833,0.4426229508196721,16.361283581703628,17303,1
1,0.25364572191347906,0.18584070796460178,4.701981036158825,4464,1
4,0.5053500187076481,0.5227272727272727,5.905333553217661,1120,1
0,0.6088361747762334,0.3153526970954357,15.366082946920125,19720,1
0,0.6583257267381156,0.47619047619047616,14.793097382979107,11770,1
0,0.20255217867203673,0.1282051282051282,2.5038491994681054,1911,1
0,0.1921438822506207,0.2777777777777778,4.254448301891084,1755,1
0,0.2526395970650417,0.36363636363636365,1.3754970621293832,44,1
0,0.3195893684265777,0.15517241379310345,2.5804293025678744,660,1
0,0.35707467568767703,0.46875,3.8015623588470784,522,1
0,0.2022150761856633,0.1917808219178082,5.597468682836104,7373,1
2,0.5829140065015229,0.43137254901960786,10.093489018847738,4800,1
0,0.42393802542459835,0.358974358974359,3.8629310859079427,646,1
3,0.4185058710253135,0.44660194174757284,9.662247326567357,5130,1
0,0.20992124331449344,0.19161676646706588,6.301558072183517,9030,1
13,0.966019291790704,0.7810945273631841,30.73715357261572,32016,1
1,0.6173306925239959,0.5806451612903226,5.222667972167089,558,1
9,0.8817134414405065,0.6985645933014354,28.48522791689775,31200,1
2,0.4855916814103839,0.29777777777777775,13.488347613133694,18400,1
1,0.3515178557617086,0.18823529411764706,3.9661617392140007,2170,1
0,0.4672137957092538,0.24,4.788369544672002,1980,1
5,0.6468137511592553,0.545,21.189549974549415,22310,1
1,0.4562923603916768,0.43478260869565216,3.1443526259018846,266,1
1,0.31055311221938203,0.25625,8.299553135773028,9828,1
1,1.051671012200439,0.4732510288065844,24.02620342110779,30520,1
3,1.0483266716669923,0.5258620689655172,25.395248559235696,31313,1
2,0.4883871715825966,0.20300751879699247,11.349801119708586,17500,1
1,0.7615064460885378,0.43386243386243384,17.368201305909814,18088,1
11,0.8213845117147004,0.9285714285714286,4.588068064113036,182,1
0,0.5657545148353832,0.3172690763052209,15.875917448612306,24871,1
20,0.4512173995579757,0.39195979899497485,15.101512080074809,16320,1
2,0.44199505432667013,0.31343283582089554,12.616327901767587,17360,1
1,0.6061645942387094,0.3283582089552239,5.96647004317685,1978,1
1,1.1393326939147592,0.5819209039548022,22.567816510639187,19159,1
0,0.22897629366190278,0.16149068322981366,5.427536680787783,6672,1
0,0.3589264786972718,0.3310810810810811,9.844780838193904,9150,1
0,0.5979770320728649,0.46496815286624205,15.10372220106611,12696,1
1,0.5734034567822968,0.4418604651162791,5.251420559425063,936,1
1,0.6089840655052356,0.42196531791907516,15.164254455778858,14904,1
11,0.8213845117147004,0.9285714285714286,4.588068064113036,182,1
0,0.38933591659688077,0.32575757575757575,9.023939502713175,7566,1
3,0.3128640443988585,0.2857142857142857,4.744163391236174,1961,1
0,0.4796450352716337,0.01744186046511628,2.3265475145962577,2064,1
0,0.1500824810364242,0.08928571428571429,2.3369309324671845,2697,1
2,0.1023693423355839,0.23076923076923078,0.8159425398436497,48,1
0,0.25,0.005988023952095809,0.7213475204444817,167,1
1,0.6932222548096713,0.416289592760181,18.68488862694924,23232,1
1,0.39435014724605855,0.25,4.815206894017435,2124,1
1,0.5571230810067328,0.3472222222222222,15.146906725103907,21140,1
0,0.33136894217007573,0.20535714285714285,9.246738080629004,12749,1
0,0.6035341326319089,0.1461187214611872,7.832015247255725,9898,1
6,1.122214504033254,0.8413461538461539,34.51637272864966,36666,1
0,0.12057213096435355,0.08571428571428572,0.8589147645752266,336,1
0,0.15196523630622705,0.14285714285714285,3.3630176708730497,3735,1
0,0.43515308134954556,0.24299065420560748,10.760751849408802,16089,1
0,0.38543079296351374,0.228310502283105,10.16925598510548,14784,1
0,0.6188867549690815,0.35944700460829493,15.917325311823484,20566,1
0,1.179937372882777,0.5128205128205128,11.093964631021601,3472,1
0,0.6855524282259342,0.410958904109589,18.307580155344784,23564,1
0,0.19857947106170193,0.09333333333333334,3.202846207666795,5700,1
3,0.6772696040863423,0.5223214285714286,22.651186175883996,26718,1
1,0.34772856872484553,0.45454545454545453,4.85989279258265,1015,1
0,0.0029069767441860465,0.011363636363636364,0.1712140649371239,1428,1
6,0.9535958929929599,0.7696078431372549,30.66751722371166,32508,1
1,0.7496046999421592,0.47126436781609193,17.208526872187843,15088,1
0,0.09055959963603277,0.05714285714285714,0.9902928065408005,885,1
1,0.184373030424977,0.20454545454545456,2.234086546214696,700,1
1,0.3002777923781551,0.24489795918367346,5.4238698552276645,3280,1
2,0.2834693509599451,0.5555555555555556,1.606240134656272,49,1
1,0.3866290711250253,0.2653061224489796,6.095437194465127,3444,1
1,0.814517400062919,0.7263157894736842,26.81908964739125,26727,1
1,0.8360001107639716,0.6862745098039216,15.583271738265262,7332,1
0,0.31223136715479227,0.03333333333333333,2.161866385805619,9135,1
2,0.551353931651201,0.37058823529411766,13.031372079412943,12012,1
1,0.6101806746253978,0.43915343915343913,16.778735993109503,18172,1
0,0.5690621986151647,0.02021174205967276,5.697450528963532,21819,1
1,0.4051878772568427,0.375,2.809804329308787,230,1
0,0.5025297397049179,0.5619047619047619,12.285062618637225,6708,1
0,0.6279967860434315,0.4696969696969697,13.292183874517365,9184,1
2,0.6129002655761447,0.398876404494382,14.824242517106793,13338,1
4,0.9282362079363742,0.6944444444444444,29.384442591330664,33389,1
6,0.9829315446432321,0.7605633802816901,31.656388321661602,35084,1
2,0.5272152133369876,0.23076923076923078,5.5871193095913005,2047,1
1,0.5058370129098918,0.35294117647058826,12.47697285778174,12741,1
4,0.8239643253185092,0.6865671641791045,26.8729944046274,28310,1
0,0.3164530269340604,0.2641509433962264,3.609267219608231,1012,1
4,0.6854157523426603,0.8571428571428571,4.110107140963468,169,1
0,0.4189105446030257,0.5172413793103449,4.126365824262608,448,1
1,0.4241988183482988,0.28846153846153844,4.015744233404737,1122,1
1,0.6672151594657435,0.4036697247706422,17.901915063319606,22568,1
3,0.5075185207436537,0.34299516908212563,14.235594032016014,18165,1
1,0.554968428485481,0.5371428571428571,18.24090896020171,18034,1
1,0.21294528501425053,0.25806451612903225,2.1505304315805596,324,1
6,1.7102146614343972,0.7668393782383419,32.5906721452845,29070,1
0,0.6427700307100976,0.5445544554455446,21.321261518284146,23375,1
3,0.5030282053608266,0.53125,4.755770045634194,588,1
1,0.6431977627733352,0.6089385474860335,21.174223918884465,20736,1
0,0.9341736935411694,0.32051282051282054,21.181950821676647,35380,1
1,0.8536821703396396,0.4369747899159664,12.451548048289675,7238,1
0,0.4887240031718741,0.36893203883495146,8.690837133801441,4958,1
3,0.7334047334036844,0.6578947368421053,24.271270072729177,24426,1
0,0.24563305010742503,0.1935483870967742,1.7731945752969818,340,1
1,0.85480634015877,0.5915492957746479,10.668362403919312,3136,1
0,0.9912711270713909,0.75,30.701059476404286,33088,1
1,0.7757206602809175,0.49710982658959535,18.144313747561874,16714,1
3,0.705486766432398,0.41626794258373206,17.867655595214604,21328,1
0,0.7620853559973738,0.6018957345971564,24.7551409061054,27336,1
0,0.18421391007722382,0.21568627450980393,4.522519295579548,2548,1
1,0.40146067402723734,0.3351063829787234,12.304165005248388,14628,1
0,0.7191359954149563,0.3902439024390244,16.686891422932167,20300,1
0,0.6863603729123936,0.4180327868852459,11.727248629467958,7326,1
7,0.47168752715301354,0.515527950310559,16.01650207228217,13984,1
0,0.7589603025575928,0.43523316062176165,17.726939814838087,18840,1
1,0.26832620976070115,0.18681318681318682,4.042542270564286,2187,1
1,0.433041262975381,0.2857142857142857,4.790980379885087,1400,1
0,0.024218277861091837,0.01694915254237288,0.40984004690965825,2816,1
0,0.7259532438149185,0.5666666666666667,11.893784821617276,4898,1
2,0.7306176280829224,0.4041666666666667,19.71782998163581,24232,1
1,0.6341415605740794,0.4387755102040816,10.099552717099357,4320,1
0,0.2888288785243221,0.2595419847328244,7.051746789609156,6566,1
0,0.48679200942580875,0.18055555555555555,6.471042139045778,5016,1
1,0.4234351074733588,0.45454545454545453,7.791189371651213,2940,1
0,0.22535406705034383,0.15053763440860216,3.3397430319540065,2856,1
0,0.3587472309403512,0.2692307692307692,8.670936408070633,9605,1
0,0.8678469513724751,0.49122807017543857,7.800266036883483,1786,1
1,0.4570056423415753,0.29473684210526313,6.718039097707493,3692,1
0,0.2534149221709251,0.17391304347826086,2.224651371003695,720,1
5,0.5246907141162371,0.379746835443038,12.580303584290386,11520,1
3,0.5929343792762748,0.32727272727272727,5.1987598005937015,1200,1
1,0.6206511454909865,0.5147058823529411,20.398325920119575,21800,1
0,1.0160791514336822,0.5096153846153846,13.21157273840584,6162,1
0,0.663020704569258,0.5945945945945946,6.211372156471615,840,1
1,1.1417091505701307,0.05605095541401274,11.727612068896725,34540,1
0,0.9222838979017164,0.5421686746987951,11.36603252844151,4095,1
2,1.202424696718515,0.801762114537445,36.06057256877274,41548,1
0,0.5876383874058939,0.2255892255892256,14.015209394189,22308,1
1,0.43468470724300873,0.39473684210526316,14.52022975110844,15204,1
4,0.9162542226667013,0.5178571428571429,8.18810653683931,1800,1
2,0.39629104756423145,0.32978723404255317,7.058554263857898,3900,1
2,0.5012738853503185,0.8,1.8243539992650046,20,1
1,0.9741371519308613,0.40625,12.792507984792255,7259,1
2,0.29507456822284844,0.25,3.3458695747282525,874,1
0,0.18610537625436382,0.18181818181818182,1.6959403197789615,224,1
16,0.8190538829200261,0.7164948453608248,27.001346646668413,27632,1
1,0.5938440552818832,0.3404255319148936,13.523116779975252,15872,1
1,0.5696771829138623,0.3651685393258427,13.61175567749504,12312,1
1,0.7364846624846026,0.49295774647887325,8.990621047227007,2793,1
0,0.5269537529274494,0.36813186813186816,13.631638908353048,13050,1
0,0.6200831116450005,0.4034090909090909,14.889759101164387,14382,1
1,1.5279306935418118,0.0347985347985348,7.505564751662967,10374,1
3,0.2543422189952679,0.12380952380952381,3.2269131941356894,1717,1
0,0.6403201682002243,0.5691489361702128,20.828526143896553,21000,1
1,0.4585549826504146,0.38461538461538464,15.459231695571344,17372,1
0,0.43297368120842844,0.3923076923076923,10.528308263776564,7638,1
5,0.7455543991854924,0.6331658291457286,24.492445471924196,25806,1
2,0.5299176298627307,0.4186046511627907,8.417197290758422,3672,1
2,0.5050737243955058,0.455026455026455,16.688118201696618,17014,1
1,0.4998734025923924,0.2807017543859649,4.430835333858247,952,1
1,0.6675944670204057,0.4076923076923077,12.05126142563412,8240,1
2,0.8501368731077026,0.7027027027027027,7.508100240169422,980,1
4,0.6825950535198461,0.6190476190476191,22.689212414084526,23288,1
6,1.1081413521965915,0.49645390070921985,16.702292342592447,11130,1
1,0.6245141751273656,0.53,20.582101563674687,21965,1
0,0.5982161855004456,0.38497652582159625,16.558469308481055,21054,1
0,0.6662265287271968,0.2261904761904762,12.501150915287631,16388,1
1,0.46692669016004307,0.36363636363636365,3.643197978877014,464,1
0,0.5369761370019321,0.2876712328767123,13.049577920161012,18200,1
0,0.5036175053007905,0.34579439252336447,8.538129831536953,5183,1
1,0.28758421799396083,0.23333333333333334,3.5427954627270766,1008,1
0,0.8606705908865475,0.5130890052356021,20.420376854866618,20460,1
0,0.8665590946319391,0.4918032786885246,14.025845116906757,8085,1
2,0.5547519690966626,0.3508771929824561,9.255486727464872,5904,1
1,0.5852370294818794,0.5130890052356021,19.07331400647288,20850,1
0,0.9222689075630253,0.00801068090787717,3.2019685692360227,4494,1
0,0.25570054945054943,0.25,1.8265577328184417,224,1
0,0.8792570521953261,0.4435483870967742,22.593066612151006,28197,1
1,0.32079742311356685,0.1891891891891892,3.608065648231833,1920,1
1,0.6464187773423565,0.4873417721518987,16.012444562602266,13674,1
0,0.4547164338030283,0.28,6.6927399823921565,3900,1
0,0.5423119052937149,0.2911392405063291,6.077218327800284,1925,1
3,0.2677045177045177,0.5,1.395136599751509,35,1
0,0.23704750942002462,0.19718309859154928,3.374110276627996,1156,1
1,0.5055904963660389,0.29464285714285715,7.772724001731153,4794,1
2,0.5470263482458375,0.375,9.063927104538227,5092,1
1,0.07339738226400888,0.09523809523809523,1.6721071926223507,1716,1
14,0.708328581574962,0.5882352941176471,23.31506767716006,25088,1
0,0.4552475477829432,0.15079365079365079,4.990003503725109,4134,1
3,0.9361042250157002,0.5977011494252874,21.951837146654547,18837,1
1,0.3658661152331445,0.0989010989010989,2.7156300973014105,1056,1
1,0.7374965827343507,0.7777777777777778,4.672121993215635,255,1
4,0.5815942952816101,0.5274725274725275,18.71801603674413,19320,1
0,0.18782337198861593,0.19642857142857142,2.653240558674599,1012,1
0,0.2986327589301049,0.09900990099009901,2.7640598435066934,2024,1
1,0.94778638577784,0.52,15.251338247599762,8625,1
0,0.7184100877279138,0.49032258064516127,16.053914491264706,13328,1
5,0.6895931067614766,0.57,22.245042157787353,23625,1
0,0.16162534855151914,0.1693548387096774,4.270592223472596,4606,1
2,0.16305037599551556,0.07142857142857142,0.9109506728818739,126,1
0,0.5542747599607469,0.15151515151515152,4.350734546275037,2573,1
3,0.459258187050294,0.48148148148148145,6.30302133133829,1536,1
3,1.1966910810804705,0.7485380116959064,27.237159680259637,22344,1
0,0.5218732271438956,0.39156626506024095,13.32594897812146,13328,1
2,0.4320390816711348,0.21875,6.643463739479895,4403,1
0,0.24836256776237356,0.2112676056338028,6.200974712866699,7332,1
4,0.6148126628576372,0.375,6.428406169321513,1911,1
1,0.15191529376876745,0.13978494623655913,2.878666051867128,2080,1
0,0.7371146747317487,0.46296296296296297,15.898812689761673,13802,1
0,0.8452890722278825,0.3695652173913043,18.05694182300064,23876,1
1,0.5300333431587166,0.3353658536585366,11.666123788960897,10730,1
0,0.8229363976880488,0.5238095238095238,20.48085801249972,20720,1
0,0.046417009362148924,0.01904761904761905,0.4674829143834788,2842,1
2,1.1673331544958767,0.4939759036144578,11.289745004266596,3828,1
0,0.21416624119310157,0.08791208791208792,5.0118094217579845,21350,1
0,0.24526854837786313,0.12337662337662338,4.254708596457172,4726,1
0,0.5299181868261754,0.3858695652173913,14.393079056501263,15914,1
3,0.642566169358329,0.45054945054945056,16.74808886692251,17063,1
2,0.19109893202635714,0.060240963855421686,2.4515831422490395,7068,1
0,0.40248338657274024,0.37681159420289856,6.15719353329345,1914,1
0,0.40344057686062695,0.1504424778761062,4.482544535619361,4221,1
0,0.21870375315322452,0.11214953271028037,2.9203175611000374,3300,1
0,0.12790179817528485,0.08823529411764706,2.0537463054793306,3068,1
